,MV,age,Team,pre_MV,apps,ppm,goals,assists,mins_played,Nationality,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,names,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Dribbling,FK Accuracy,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Role
396,13365000.0,22.0,FC Porto,4044600.0,33.0,6.52,13.0,5.0,416.307,Mexico,75,75,Right,2,3.0,1.0,Medium/ Medium,Normal,GK,6'0,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,Corona,41,11.0,64.0,60.0,20.0,67.0,13.0,10.0,75.0,78.0,68.0,78.0,74.0,23.0,79.0,33.0,12.0,10.0,21.0,15.0,73.0,21.0,11.0,38.0,25.0,13.0,52.0,40.0,12.0,keeper
397,8229600.0,29.0,Valencia CF,13122000.0,37.0,4.13,0.0,2.0,545.506,Mexico,72,72,Right,1,3.0,2.0,Low/ High,Normal,RCB,6'0,179lbs,49+2,49+2,49+2,48+2,48+2,48+2,48+2,48+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2,62+2,65+2,65+2,65+2,62+2,64+2,71+2,71+2,71+2,64+2,Pereira,54,70.0,43.0,57.0,53.0,61.0,54.0,33.0,14.0,7.0,15.0,12.0,15.0,72.0,69.0,54.0,43.0,72.0,50.0,35.0,57.0,50.0,71.0,55.0,70.0,73.0,80.0,50.0,19.0,backward
398,8089200.0,30.0,Valencia CF,8229600.0,38.0,5.13,0.0,5.0,1158.074,Mexico,72,72,Right,1,3.0,2.0,Low/ High,Normal,RCB,6'0,179lbs,49+2,49+2,49+2,48+2,48+2,48+2,48+2,48+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2,62+2,65+2,65+2,65+2,62+2,64+2,71+2,71+2,71+2,64+2,Pereira,54,70.0,43.0,57.0,53.0,61.0,54.0,33.0,14.0,7.0,15.0,12.0,15.0,72.0,69.0,54.0,43.0,72.0,50.0,35.0,57.0,50.0,71.0,55.0,70.0,73.0,80.0,50.0,19.0,backward
399,2673000.0,31.0,Hannover 96,8089200.0,5.0,0.2,0.0,0.0,404.0,Mexico,72,72,Right,1,3.0,2.0,Low/ High,Normal,RCB,6'0,179lbs,49+2,49+2,49+2,48+2,48+2,48+2,48+2,48+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2,62+2,65+2,65+2,65+2,62+2,64+2,71+2,71+2,71+2,64+2,Pereira,54,70.0,43.0,57.0,53.0,61.0,54.0,33.0,14.0,7.0,15.0,12.0,15.0,72.0,69.0,54.0,43.0,72.0,50.0,35.0,57.0,50.0,71.0,55.0,70.0,73.0,80.0,50.0,19.0,backward
400,2026349.9999999998,32.0,Sporting CP,2673000.0,30.0,9.719999999999999,0.0,2.0,1051.508,Mexico,72,72,Right,1,3.0,2.0,Low/ High,Normal,RCB,6'0,179lbs,49+2,49+2,49+2,48+2,48+2,48+2,48+2,48+2,49+2,49+2,49+2,51+2,55+2,55+2,55+2,51+2,62+2,65+2,65+2,65+2,62+2,64+2,71+2,71+2,71+2,64+2,Pereira,54,70.0,43.0,57.0,53.0,61.0,54.0,33.0,14.0,7.0,15.0,12.0,15.0,72.0,69.0,54.0,43.0,72.0,50.0,35.0,57.0,50.0,71.0,55.0,70.0,73.0,80.0,50.0,19.0,backward
401,4114800.0,31.0,Málaga CF,5103000.0,45.0,5.3100000000000005,8.0,10.0,915.405,Spain,81,81,Right,2,3.0,4.0,High/ Medium,Normal,LS,5'10,165lbs,75+2,75+2,75+2,80+2,79+2,79+2,79+2,80+2,80+2,80+2,80+2,79+2,76+2,76+2,76+2,79+2,61+2,60+2,60+2,60+2,61+2,57+2,50+2,50+2,50+2,57+2,Joaquín,71,53.0,71.0,75.0,83.0,80.0,85.0,77.0,9.0,14.0,6.0,10.0,11.0,35.0,37.0,81.0,76.0,29.0,75.0,77.0,71.0,74.0,39.0,65.0,55.0,41.0,60.0,81.0,68.0,forward
402,4114800.0,31.0,Málaga CF,5103000.0,45.0,5.3100000000000005,8.0,10.0,915.405,Spain,68,72,Right,1,3.0,2.0,Medium/ Medium,Normal,CB,6'3,146lbs,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,63+2,66+2,66+2,66+2,63+2,64+2,66+2,66+2,66+2,64+2,Joaquín,69,69.0,29.0,34.0,67.0,57.0,60.0,49.0,9.0,12.0,13.0,14.0,14.0,64.0,55.0,66.0,45.0,63.0,47.0,50.0,58.0,59.0,64.0,72.0,70.0,73.0,77.0,62.0,39.0,backward
403,4114800.0,31.0,Málaga CF,5103000.0,45.0,5.3100000000000005,8.0,10.0,915.405,Spain,63,76,Left,1,5.0,4.0,Medium/ Medium,Normal,LM,5'8,150lbs,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,54+2,54+2,54+2,61+2,46+2,41+2,41+2,41+2,46+2,43+2,34+2,34+2,34+2,43+2,Joaquín,72,32.0,53.0,78.0,62.0,55.0,64.0,37.0,10.0,12.0,12.0,12.0,14.0,23.0,51.0,52.0,45.0,21.0,48.0,59.0,56.0,55.0,20.0,75.0,63.0,21.0,49.0,60.0,42.0,midfield
404,2696400.0,32.0,ACF Fiorentina,4114800.0,37.0,5.68,5.0,7.0,821.419,Spain,81,81,Right,2,3.0,4.0,High/ Medium,Normal,LS,5'10,165lbs,75+2,75+2,75+2,80+2,79+2,79+2,79+2,80+2,80+2,80+2,80+2,79+2,76+2,76+2,76+2,79+2,61+2,60+2,60+2,60+2,61+2,57+2,50+2,50+2,50+2,57+2,Joaquín,71,53.0,71.0,75.0,83.0,80.0,85.0,77.0,9.0,14.0,6.0,10.0,11.0,35.0,37.0,81.0,76.0,29.0,75.0,77.0,71.0,74.0,39.0,65.0,55.0,41.0,60.0,81.0,68.0,forward
405,2696400.0,32.0,ACF Fiorentina,4114800.0,37.0,5.68,5.0,7.0,821.419,Spain,68,72,Right,1,3.0,2.0,Medium/ Medium,Normal,CB,6'3,146lbs,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,63+2,66+2,66+2,66+2,63+2,64+2,66+2,66+2,66+2,64+2,Joaquín,69,69.0,29.0,34.0,67.0,57.0,60.0,49.0,9.0,12.0,13.0,14.0,14.0,64.0,55.0,66.0,45.0,63.0,47.0,50.0,58.0,59.0,64.0,72.0,70.0,73.0,77.0,62.0,39.0,backward
406,2696400.0,32.0,ACF Fiorentina,4114800.0,37.0,5.68,5.0,7.0,821.419,Spain,63,76,Left,1,5.0,4.0,Medium/ Medium,Normal,LM,5'8,150lbs,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,54+2,54+2,54+2,61+2,46+2,41+2,41+2,41+2,46+2,43+2,34+2,34+2,34+2,43+2,Joaquín,72,32.0,53.0,78.0,62.0,55.0,64.0,37.0,10.0,12.0,12.0,12.0,14.0,23.0,51.0,52.0,45.0,21.0,48.0,59.0,56.0,55.0,20.0,75.0,63.0,21.0,49.0,60.0,42.0,midfield
407,1336500.0,33.0,ACF Fiorentina,2696400.0,34.0,5.11,2.0,6.0,939.418,Spain,81,81,Right,2,3.0,4.0,High/ Medium,Normal,LS,5'10,165lbs,75+2,75+2,75+2,80+2,79+2,79+2,79+2,80+2,80+2,80+2,80+2,79+2,76+2,76+2,76+2,79+2,61+2,60+2,60+2,60+2,61+2,57+2,50+2,50+2,50+2,57+2,Joaquín,71,53.0,71.0,75.0,83.0,80.0,85.0,77.0,9.0,14.0,6.0,10.0,11.0,35.0,37.0,81.0,76.0,29.0,75.0,77.0,71.0,74.0,39.0,65.0,55.0,41.0,60.0,81.0,68.0,forward
408,1336500.0,33.0,ACF Fiorentina,2696400.0,34.0,5.11,2.0,6.0,939.418,Spain,68,72,Right,1,3.0,2.0,Medium/ Medium,Normal,CB,6'3,146lbs,57+2,57+2,57+2,57+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,63+2,66+2,66+2,66+2,63+2,64+2,66+2,66+2,66+2,64+2,Joaquín,69,69.0,29.0,34.0,67.0,57.0,60.0,49.0,9.0,12.0,13.0,14.0,14.0,64.0,55.0,66.0,45.0,63.0,47.0,50.0,58.0,59.0,64.0,72.0,70.0,73.0,77.0,62.0,39.0,backward
409,1336500.0,33.0,ACF Fiorentina,2696400.0,34.0,5.11,2.0,6.0,939.418,Spain,63,76,Left,1,5.0,4.0,Medium/ Medium,Normal,LM,5'8,150lbs,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,59+2,59+2,59+2,61+2,54+2,54+2,54+2,61+2,46+2,41+2,41+2,41+2,46+2,43+2,34+2,34+2,34+2,43+2,Joaquín,72,32.0,53.0,78.0,62.0,55.0,64.0,37.0,10.0,12.0,12.0,12.0,14.0,23.0,51.0,52.0,45.0,21.0,48.0,59.0,56.0,55.0,20.0,75.0,63.0,21.0,49.0,60.0,42.0,midfield
410,1371600.0,21.0,Borussia Dortmund,218700.0,38.0,4.09,5.0,6.0,172.897,Germany,79,80,Right,2,4.0,3.0,Medium/ Medium,Lean,CAM,5'9,154lbs,70+2,70+2,70+2,77+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,73+2,73+2,73+2,77+2,66+2,62+2,62+2,62+2,66+2,61+2,51+2,51+2,51+2,61+2,Hofmann,79,43.0,79.0,79.0,77.0,68.0,79.0,71.0,6.0,6.0,10.0,10.0,10.0,47.0,61.0,66.0,63.0,34.0,70.0,75.0,75.0,67.0,30.0,79.0,71.0,33.0,56.0,76.0,62.0,midfield
411,1371600.0,21.0,Borussia Dortmund,218700.0,38.0,4.09,5.0,6.0,172.897,Germany,63,72,Right,1,3.0,2.0,Medium/ Medium,Normal,CAM,5'7,148lbs,58+2,58+2,58+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,Hofmann,67,68.0,77.0,82.0,63.0,53.0,58.0,57.0,10.0,7.0,7.0,6.0,14.0,59.0,80.0,59.0,58.0,62.0,40.0,59.0,63.0,73.0,58.0,68.0,66.0,63.0,45.0,63.0,34.0,midfield
412,5392800.0,21.0,Borussia Dortmund,685800.0,40.0,5.859999999999999,3.0,10.0,1039.0,Germany,79,80,Right,2,4.0,3.0,Medium/ Medium,Lean,CAM,5'9,154lbs,70+2,70+2,70+2,77+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,73+2,73+2,73+2,77+2,66+2,62+2,62+2,62+2,66+2,61+2,51+2,51+2,51+2,61+2,Hofmann,79,43.0,79.0,79.0,77.0,68.0,79.0,71.0,6.0,6.0,10.0,10.0,10.0,47.0,61.0,66.0,63.0,34.0,70.0,75.0,75.0,67.0,30.0,79.0,71.0,33.0,56.0,76.0,62.0,midfield
413,5392800.0,21.0,Borussia Dortmund,685800.0,40.0,5.859999999999999,3.0,10.0,1039.0,Germany,63,72,Right,1,3.0,2.0,Medium/ Medium,Normal,CAM,5'7,148lbs,58+2,58+2,58+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,Hofmann,67,68.0,77.0,82.0,63.0,53.0,58.0,57.0,10.0,7.0,7.0,6.0,14.0,59.0,80.0,59.0,58.0,62.0,40.0,59.0,63.0,73.0,58.0,68.0,66.0,63.0,45.0,63.0,34.0,midfield
414,3380400.0,25.0,Borussia Mönchengladbach,6754499.999999999,29.0,6.96,2.0,4.0,648.383,Germany,79,80,Right,2,4.0,3.0,Medium/ Medium,Lean,CAM,5'9,154lbs,70+2,70+2,70+2,77+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,73+2,73+2,73+2,77+2,66+2,62+2,62+2,62+2,66+2,61+2,51+2,51+2,51+2,61+2,Hofmann,79,43.0,79.0,79.0,77.0,68.0,79.0,71.0,6.0,6.0,10.0,10.0,10.0,47.0,61.0,66.0,63.0,34.0,70.0,75.0,75.0,67.0,30.0,79.0,71.0,33.0,56.0,76.0,62.0,midfield
415,3380400.0,25.0,Borussia Mönchengladbach,6754499.999999999,29.0,6.96,2.0,4.0,648.383,Germany,63,72,Right,1,3.0,2.0,Medium/ Medium,Normal,CAM,5'7,148lbs,58+2,58+2,58+2,60+2,60+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,61+2,59+2,59+2,59+2,61+2,Hofmann,67,68.0,77.0,82.0,63.0,53.0,58.0,57.0,10.0,7.0,7.0,6.0,14.0,59.0,80.0,59.0,58.0,62.0,40.0,59.0,63.0,73.0,58.0,68.0,66.0,63.0,45.0,63.0,34.0,midfield
416,3429000.0,23.0,Rayo Vallecano,4374000.0,26.0,5.380000000000001,2.0,4.0,1104.0,Spain,82,82,Right,2,4.0,4.0,High/ Low,Normal,LF,5'7,141lbs,73+2,73+2,73+2,80+2,79+2,79+2,79+2,80+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,80+2,73+2,73+2,73+2,73+2,73+2,70+2,64+2,64+2,64+2,70+2,Viera,86,56.0,89.0,92.0,82.0,80.0,84.0,76.0,16.0,16.0,9.0,14.0,9.0,73.0,88.0,78.0,79.0,56.0,74.0,72.0,81.0,70.0,55.0,76.0,79.0,68.0,67.0,84.0,65.0,forward
417,6741000.0,24.0,Standard Liège,4114800.0,29.0,5.04,5.0,7.0,122.725,Spain,82,82,Right,2,4.0,4.0,High/ Low,Normal,LF,5'7,141lbs,73+2,73+2,73+2,80+2,79+2,79+2,79+2,80+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,80+2,73+2,73+2,73+2,73+2,73+2,70+2,64+2,64+2,64+2,70+2,Viera,86,56.0,89.0,92.0,82.0,80.0,84.0,76.0,16.0,16.0,9.0,14.0,9.0,73.0,88.0,78.0,79.0,56.0,74.0,72.0,81.0,70.0,55.0,76.0,79.0,68.0,67.0,84.0,65.0,forward
418,4677750.0,25.0,Standard Liège,8089200.0,28.0,8.620000000000001,8.0,4.0,1624.0,Spain,82,82,Right,2,4.0,4.0,High/ Low,Normal,LF,5'7,141lbs,73+2,73+2,73+2,80+2,79+2,79+2,79+2,80+2,81+2,81+2,81+2,80+2,80+2,80+2,80+2,80+2,73+2,73+2,73+2,73+2,73+2,70+2,64+2,64+2,64+2,70+2,Viera,86,56.0,89.0,92.0,82.0,80.0,84.0,76.0,16.0,16.0,9.0,14.0,9.0,73.0,88.0,78.0,79.0,56.0,74.0,72.0,81.0,70.0,55.0,76.0,79.0,68.0,67.0,84.0,65.0,forward
419,6858000.0,29.0,Stoke City,7290000.000000001,42.0,2.4400000000000004,11.0,4.0,346.31,Republic of Ireland,71,71,Right,2,3.0,2.0,High/ High,Normal,ST,6'0,174lbs,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,60+2,62+2,62+2,62+2,60+2,59+2,60+2,60+2,60+2,59+2,Walters,61,80.0,68.0,68.0,72.0,73.0,70.0,56.0,8.0,14.0,7.0,10.0,6.0,57.0,75.0,63.0,69.0,56.0,74.0,73.0,74.0,75.0,49.0,63.0,77.0,58.0,82.0,69.0,67.0,forward
420,4718700.0,30.0,Stoke City,6858000.0,36.0,4.22,5.0,2.0,238.24,Republic of Ireland,71,71,Right,2,3.0,2.0,High/ High,Normal,ST,6'0,174lbs,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,60+2,62+2,62+2,62+2,60+2,59+2,60+2,60+2,60+2,59+2,Walters,61,80.0,68.0,68.0,72.0,73.0,70.0,56.0,8.0,14.0,7.0,10.0,6.0,57.0,75.0,63.0,69.0,56.0,74.0,73.0,74.0,75.0,49.0,63.0,77.0,58.0,82.0,69.0,67.0,forward
421,4677750.0,31.0,Stoke City,4718700.0,36.0,6.03,11.0,5.0,301.423,Republic of Ireland,71,71,Right,2,3.0,2.0,High/ High,Normal,ST,6'0,174lbs,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,60+2,62+2,62+2,62+2,60+2,59+2,60+2,60+2,60+2,59+2,Walters,61,80.0,68.0,68.0,72.0,73.0,70.0,56.0,8.0,14.0,7.0,10.0,6.0,57.0,75.0,63.0,69.0,56.0,74.0,73.0,74.0,75.0,49.0,63.0,77.0,58.0,82.0,69.0,67.0,forward
422,4728150.0,32.0,Stoke City,4677750.0,33.0,6.5600000000000005,8.0,3.0,555.7239999999999,Republic of Ireland,71,71,Right,2,3.0,2.0,High/ High,Normal,ST,6'0,174lbs,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,60+2,62+2,62+2,62+2,60+2,59+2,60+2,60+2,60+2,59+2,Walters,61,80.0,68.0,68.0,72.0,73.0,70.0,56.0,8.0,14.0,7.0,10.0,6.0,57.0,75.0,63.0,69.0,56.0,74.0,73.0,74.0,75.0,49.0,63.0,77.0,58.0,82.0,69.0,67.0,forward
423,2817000.0,33.0,Stoke City,4728150.0,24.0,4.22,4.0,4.0,91.296,Republic of Ireland,71,71,Right,2,3.0,2.0,High/ High,Normal,ST,6'0,174lbs,70+2,70+2,70+2,68+2,69+2,69+2,69+2,68+2,69+2,69+2,69+2,67+2,67+2,67+2,67+2,67+2,60+2,62+2,62+2,62+2,60+2,59+2,60+2,60+2,60+2,59+2,Walters,61,80.0,68.0,68.0,72.0,73.0,70.0,56.0,8.0,14.0,7.0,10.0,6.0,57.0,75.0,63.0,69.0,56.0,74.0,73.0,74.0,75.0,49.0,63.0,77.0,58.0,82.0,69.0,67.0,forward
424,17830800.0,23.0,Liverpool FC,21870000.0,44.0,9.33,6.0,5.0,1113.53,England,82,82,Right,2,3.0,3.0,Medium/ High,Normal,RCM,6'0,176lbs,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,Henderson,73,77.0,73.0,71.0,80.0,78.0,74.0,74.0,7.0,13.0,7.0,9.0,13.0,79.0,81.0,83.0,71.0,73.0,64.0,76.0,79.0,75.0,76.0,71.0,91.0,78.0,76.0,82.0,72.0,midfield
425,24267600.0,24.0,Liverpool FC,17830800.0,40.0,5.79,5.0,7.0,356.13,England,82,82,Right,2,3.0,3.0,Medium/ High,Normal,RCM,6'0,176lbs,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,Henderson,73,77.0,73.0,71.0,80.0,78.0,74.0,74.0,7.0,13.0,7.0,9.0,13.0,79.0,81.0,83.0,71.0,73.0,64.0,76.0,79.0,75.0,76.0,71.0,91.0,78.0,76.0,82.0,72.0,midfield
426,37422000.0,25.0,Liverpool FC,24267600.0,54.0,9.43,7.0,15.0,1487.255,England,82,82,Right,2,3.0,3.0,Medium/ High,Normal,RCM,6'0,176lbs,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,Henderson,73,77.0,73.0,71.0,80.0,78.0,74.0,74.0,7.0,13.0,7.0,9.0,13.0,79.0,81.0,83.0,71.0,73.0,64.0,76.0,79.0,75.0,76.0,71.0,91.0,78.0,76.0,82.0,72.0,midfield
427,37825200.0,26.0,Liverpool FC,37422000.0,26.0,4.88,2.0,3.0,658.293,England,82,82,Right,2,3.0,3.0,Medium/ High,Normal,RCM,6'0,176lbs,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,Henderson,73,77.0,73.0,71.0,80.0,78.0,74.0,74.0,7.0,13.0,7.0,9.0,13.0,79.0,81.0,83.0,71.0,73.0,64.0,76.0,79.0,75.0,76.0,71.0,91.0,78.0,76.0,82.0,72.0,midfield
428,31550400.0,27.0,Liverpool FC,37825200.0,27.0,4.0,1.0,4.0,239.118,England,82,82,Right,2,3.0,3.0,Medium/ High,Normal,RCM,6'0,176lbs,72+2,72+2,72+2,75+2,75+2,75+2,75+2,75+2,77+2,77+2,77+2,77+2,80+2,80+2,80+2,77+2,79+2,80+2,80+2,80+2,79+2,78+2,76+2,76+2,76+2,78+2,Henderson,73,77.0,73.0,71.0,80.0,78.0,74.0,74.0,7.0,13.0,7.0,9.0,13.0,79.0,81.0,83.0,71.0,73.0,64.0,76.0,79.0,75.0,76.0,71.0,91.0,78.0,76.0,82.0,72.0,midfield
429,13716000.0,23.0,Blackburn Rovers,14580000.000000002,50.0,5.1899999999999995,29.0,4.0,625.756,Scotland,71,71,Right,1,2.0,2.0,High/ Low,Normal,ST,6'1,157lbs,69+2,69+2,69+2,64+2,66+2,66+2,66+2,64+2,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,49+2,49+2,49+2,52+2,51+2,48+2,48+2,48+2,51+2,Rhodes,60,36.0,74.0,66.0,66.0,76.0,59.0,32.0,10.0,8.0,14.0,11.0,10.0,42.0,76.0,40.0,61.0,39.0,72.0,78.0,73.0,70.0,26.0,66.0,77.0,35.0,74.0,67.0,73.0,forward
430,5486400.0,20.0,1.FC Nuremberg,1093500.0,35.0,3.99,17.0,8.0,364.369,Switzerland,75,78,Right,2,4.0,3.0,Medium/ Medium,Normal,ST,6'0,179lbs,73+2,73+2,73+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,71+2,65+2,65+2,65+2,71+2,57+2,55+2,55+2,55+2,57+2,55+2,51+2,51+2,51+2,55+2,Drmić,75,72.0,69.0,72.0,71.0,72.0,74.0,51.0,7.0,9.0,13.0,8.0,13.0,35.0,72.0,63.0,72.0,27.0,74.0,75.0,70.0,77.0,40.0,78.0,65.0,37.0,71.0,57.0,74.0,forward
431,4500000.0,25.0,Borussia Mönchengladbach,2817000.0,15.0,1.08,4.0,1.0,516.0,Switzerland,75,78,Right,2,4.0,3.0,Medium/ Medium,Normal,ST,6'0,179lbs,73+2,73+2,73+2,72+2,72+2,72+2,72+2,72+2,70+2,70+2,70+2,71+2,65+2,65+2,65+2,71+2,57+2,55+2,55+2,55+2,57+2,55+2,51+2,51+2,51+2,55+2,Drmić,75,72.0,69.0,72.0,71.0,72.0,74.0,51.0,7.0,9.0,13.0,8.0,13.0,35.0,72.0,63.0,72.0,27.0,74.0,75.0,70.0,77.0,40.0,78.0,65.0,37.0,71.0,57.0,74.0,forward
432,16459200.0,28.0,Atlético Madrid,14580000.000000002,45.0,8.36,1.0,3.0,797.15,Spain,80,80,Right,3,3.0,3.0,High/ Medium,Lean,RB,5'11,157lbs,68+3,68+3,68+3,73+3,71+3,71+3,71+3,73+3,72+3,72+3,72+3,75+3,73+3,73+3,73+3,75+3,78+3,76+3,76+3,76+3,78+3,78+3,75+3,75+3,75+3,78+3,Juanfran,76,78.0,75.0,62.0,79.0,74.0,77.0,59.0,11.0,14.0,10.0,15.0,7.0,76.0,68.0,66.0,53.0,80.0,66.0,68.0,82.0,68.0,81.0,87.0,82.0,82.0,74.0,72.0,49.0,backward
433,24267600.0,29.0,Atlético Madrid,16459200.0,55.0,7.32,0.0,9.0,678.26,Spain,80,80,Right,3,3.0,3.0,High/ Medium,Lean,RB,5'11,157lbs,68+3,68+3,68+3,73+3,71+3,71+3,71+3,73+3,72+3,72+3,72+3,75+3,73+3,73+3,73+3,75+3,78+3,76+3,76+3,76+3,78+3,78+3,75+3,75+3,75+3,78+3,Juanfran,76,78.0,75.0,62.0,79.0,74.0,77.0,59.0,11.0,14.0,10.0,15.0,7.0,76.0,68.0,66.0,53.0,80.0,66.0,68.0,82.0,68.0,81.0,87.0,82.0,82.0,74.0,72.0,49.0,backward
434,24057000.0,30.0,Atlético Madrid,24267600.0,50.0,6.09,0.0,8.0,1351.1019999999999,Spain,80,80,Right,3,3.0,3.0,High/ Medium,Lean,RB,5'11,157lbs,68+3,68+3,68+3,73+3,71+3,71+3,71+3,73+3,72+3,72+3,72+3,75+3,73+3,73+3,73+3,75+3,78+3,76+3,76+3,76+3,78+3,78+3,75+3,75+3,75+3,78+3,Juanfran,76,78.0,75.0,62.0,79.0,74.0,77.0,59.0,11.0,14.0,10.0,15.0,7.0,76.0,68.0,66.0,53.0,80.0,66.0,68.0,82.0,68.0,81.0,87.0,82.0,82.0,74.0,72.0,49.0,backward
435,21614400.0,31.0,Atlético Madrid,24057000.0,48.0,4.01,1.0,4.0,94.17,Spain,80,80,Right,3,3.0,3.0,High/ Medium,Lean,RB,5'11,157lbs,68+3,68+3,68+3,73+3,71+3,71+3,71+3,73+3,72+3,72+3,72+3,75+3,73+3,73+3,73+3,75+3,78+3,76+3,76+3,76+3,78+3,78+3,75+3,75+3,75+3,78+3,Juanfran,76,78.0,75.0,62.0,79.0,74.0,77.0,59.0,11.0,14.0,10.0,15.0,7.0,76.0,68.0,66.0,53.0,80.0,66.0,68.0,82.0,68.0,81.0,87.0,82.0,82.0,74.0,72.0,49.0,backward
436,13521600.0,32.0,Atlético Madrid,21614400.0,36.0,6.28,2.0,3.0,1033.9769999999999,Spain,80,80,Right,3,3.0,3.0,High/ Medium,Lean,RB,5'11,157lbs,68+3,68+3,68+3,73+3,71+3,71+3,71+3,73+3,72+3,72+3,72+3,75+3,73+3,73+3,73+3,75+3,78+3,76+3,76+3,76+3,78+3,78+3,75+3,75+3,75+3,78+3,Juanfran,76,78.0,75.0,62.0,79.0,74.0,77.0,59.0,11.0,14.0,10.0,15.0,7.0,76.0,68.0,66.0,53.0,80.0,66.0,68.0,82.0,68.0,81.0,87.0,82.0,82.0,74.0,72.0,49.0,backward
437,9601200.0,26.0,Genoa CFC,6998400.0,33.0,0.91,3.0,3.0,2.819,Slovakia,77,77,Right,2,3.0,3.0,Medium/ High,Normal,CM,6'1,185lbs,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,73+2,75+2,75+2,75+2,73+2,75+2,78+2,78+2,78+2,75+2,75+2,79+2,79+2,79+2,75+2,Kucka,69,86.0,73.0,54.0,77.0,78.0,77.0,70.0,14.0,8.0,9.0,15.0,8.0,79.0,90.0,78.0,78.0,72.0,71.0,75.0,80.0,85.0,78.0,69.0,86.0,79.0,90.0,74.0,68.0,midfield
